name;ra;dec;amplitude;beyond1std;fpr_mid20;fpr_mid35;fpr_mid50;fpr_mid65;fpr_mid80;linear_trend;max_slope;med_abs_dev;med_buf_range_per;pair_slope_trend;percent_amplitude;pdfp;skew;kurtosis;std;ls;rcorbor;magratio;data_num;object;dmjd
CSS080921:204110-043803;310.292173;-4.634043;1.417498;0.4;0.263542;0.560031;0.673243;0.797044;0.924571;0.20721;135.016814;0.667656;0.9;0.333333;5.081607;5.23968;-0.286008;-1.646483;1.04833;0.15889;0;0.5;10;CV;54731
CSS080909:023504+324038;38.766591;32.677209;1.92;0.202703;0.036422;0.061938;0.113546;0.17498;0.291308;9.3e-05;179.122183;0.33;0.945946;0.5;12.061709;5.894757;-1.616586;3.278068;0.794003;3.283094;0;0.486486;74;CV;54719
CSS080702:130030+115101;195.126183;11.850373;1.06;0.292308;0.185314;0.300013;0.421305;0.617216;0.812734;-0.000151;363.636364;0.25;1;0.5;1.108628;1.054628;0.820197;0.569944;0.402518;0.378721;0;0.497436;195;CV;54650
CSS080624:011532+373736;18.883927;37.626471;2.59;0.28125;0.031087;0.052306;0.231016;0.520766;0.615704;-3.7e-05;140;0.325;0.808594;0.466667;16.538805;9.423322;-0.955312;-0.271739;1.036255;0.471408;0.003906;0.496094;256;CV;54642
CSS080623:140454-102702;211.224913;-10.450822;2.93;0.184211;0.02083;0.035285;0.057211;0.075036;0.320685;0.00011;326.530613;0.36;0.914474;0.5;48.659232;11.914019;-1.864204;3.986093;1.086198;0.608507;0.013158;0.493421;152;CV;54641
CSS080611:230352+010651;345.965098;1.114282;2.31;0.088235;0.106758;0.167031;0.255231;0.366146;0.528935;3.5e-05;188.436831;0.22;0.964052;0.466667;30.332857;1.526316;-3.490553;14.66073;0.671464;0.33237;0;0.496732;306;CV;54629
CSS080606:164147+121026;250.4449;12.173722;1.67;0.179487;0.088044;0.292537;0.585883;0.699552;0.855412;0.000137;117.647059;0.43;0.923077;0.466667;0.918342;1.583895;1.326049;1.091301;0.861618;0.785547;0.089744;0.487179;78;CV;54624
CSS080514:162606+225044;246.523688;22.845587;1.500503;0.208333;0.278213;0.367372;0.444914;0.711186;0.840848;-0.000375;112.690613;0.390375;0.958333;0.521739;0.888685;1.344503;1.544238;3.078305;0.658482;2.858295;0.041667;0.5;24;CV;54601
CSS080514:151021+182303;227.586579;18.383877;1.865;0.442308;0.267252;0.35904;0.560424;0.670321;0.798229;0.000417;235.507247;1.08;0.903846;0.533333;2.902126;3.275027;0.042748;-1.513081;1.178857;0.975884;0.211538;0.5;52;CV;54601
CSS080512:064608+403305;101.534186;40.551374;0.567727;0.5;0.850024;0.877822;0.90461;0.930288;0.968388;0.001485;28.75568;0.494394;1;0.428571;0.482115;0.926543;0.020824;-1.961886;0.504334;1352.05394;0;0.5;8;CV;54599
CSS080512:173900+344023;264.749078;34.672988;0.375685;0.444444;0.170241;0.311781;0.460251;0.643421;0.84369;0.055387;81.312903;0.146692;1;0.5;0.382425;0.532908;0.559648;-0.75789;0.228534;0.083261;0;0.444444;9;CV;54599
CSS080506:085409+201339;133.539292;20.227629;2.25;0.313253;0.016958;0.035617;0.127017;0.637686;0.828351;0.00017;177.807487;0.47;0.759036;0.433333;20.877616;18.143293;-0.933165;-0.709285;1.396075;5.055738;0;0.493976;83;CV;54593
CSS080505:163121+103134;247.836939;10.526198;2.87;0.128713;0.026859;0.055004;0.079611;0.124175;0.19711;-0.000132;1197.674418;0.34;0.940594;0.4;47.752849;7.689168;-2.277421;6.627253;0.958121;0.394241;0.006601;0.49835;303;CV;54592
CSS080505:214804+080951;327.018285;8.164135;2.065;0.466667;0.066315;0.163948;0.369288;0.47011;0.929521;0.000996;102.150538;0.915;0.866667;0.482759;12.975032;11.053957;-0.500844;-1.109038;1.285181;1.978586;0;0.5;30;CV;54592
CSS080502:141002-124809;212.509209;-12.802468;2.525835;0.263158;0.101643;0.250147;0.338814;0.483068;0.853608;-9.6e-05;94.678921;0.46045;0.842105;0.466667;1.696964;2.377599;1.359809;0.92263;1.225854;2.392864;0.157895;0.491228;57;CV;54589
CSS080501:223058+210147;337.742971;21.02969;2.194477;0.454545;0.051856;0.647107;0.900519;0.960507;0.975483;0.002483;32.270824;0.782722;0.636364;0.6;17.106779;17.363203;-0.397545;-1.634179;1.724974;3.167751;0;0.454545;11;CV;54588
CSS080428:162502+390926;246.257141;39.157334;2.825;0.140351;0.001422;0.002607;0.004545;0.011091;0.441601;-5.2e-05;521.36752;0.15;0.859649;0.666667;118.124201;66.910083;-2.134725;2.950926;1.448002;0.282016;0;0.498246;285;CV;54585
CSS080428:163805+083758;249.522215;8.632726;2.685;0.079585;0.088613;0.202918;0.331463;0.500976;0.723641;-4.1e-05;333.333333;0.19;0.958478;0.366667;35.307805;1.138556;-3.408174;13.519649;0.776423;0.429062;0;0.49827;289;CV;54585
CSS080428:160524+060816;241.350721;6.137797;0.698227;0.285714;0.188524;0.290244;0.429543;0.510018;0.68087;-0.000593;79.929207;0.235009;1;0.538462;1.367343;1.165692;-0.777339;-0.043816;0.369105;26.423783;0;0.5;14;CV;54585
CSS080427:153634+332852;234.143325;33.481227;2.68;0.145594;0.02452;0.05378;0.073655;0.120694;0.204602;-0.000396;1040.540536;0.27;0.938697;0.5;31.50873;6.421717;-2.251396;5.712997;0.91146;0.259566;0.003831;0.494253;261;CV;54584
CSS080427:124418+300401;191.074507;30.067021;2.41;0.162963;0.012304;0.023596;0.03664;0.058927;0.08914;-2e-05;859.999997;0.26;0.925926;0.4;20.877616;12.797511;-1.985962;4.639212;0.914628;7.338134;0;0.481481;270;CV;54584
CSS080427:131626-151313;199.107016;-15.220421;2.635;0.338462;0.014108;0.035937;0.249926;0.664293;0.896048;-0.000295;208.812261;0.57;0.692308;0.5;30.332857;29.138992;-0.741944;-1.045114;1.651031;20.718073;0.015385;0.476923;65;CV;54584
CSS080426:162657-002549;246.736647;-0.430185;0.319677;0.375;0.097679;0.169802;0.346229;0.637391;0.871941;-0.000252;63.804682;0.079738;1;0.571429;0.39366;0.549829;-0.301264;-0.772047;0.197495;1029.18219;0;0.5;8;CV;54583
CSS080425:141712-180328;214.299971;-18.057817;2.905;0.292683;0.011302;0.033529;0.060611;0.212762;0.23227;0.000538;178.988327;0.74;0.804878;0.433333;50.0505;45.781812;-1.057812;0.139906;1.599265;2.920015;0.02439;0.487805;41;CV;54582
CSS080425:143143-032520;217.929429;-3.422382;1.386351;0.1;0.100216;0.227354;0.303898;0.401493;0.561891;0.000142;251.68865;0.181987;0.95;0.526316;0.879826;1.127379;2.520654;5.887835;0.624656;4.460055;0.05;0.5;20;CV;54582
CSS080424:160232+161732;240.633991;16.292318;1.01114;0.285714;0.143891;0.228757;0.478463;0.594117;0.759972;0.000105;69.605891;0.321226;1;0.35;1.935043;2.09752;-0.361635;-0.768626;0.53547;18.315127;0;0.47619;21;CV;54581
CSS080424:155326+114437;238.35702;11.743647;0.939495;0.333333;0.123596;0.186097;0.244966;0.578952;0.707633;-0.000968;62.669557;0.195285;1;0.588235;1.211332;1.406695;0.188215;0.164251;0.444232;14.669555;0;0.5;18;CV;54581
CSS080416:080854+355053;122.223771;35.848279;2.515;0.380952;0.079405;0.209306;0.295679;0.503421;0.622895;0.000424;237.704918;1.16;0.77381;0.4;15.217929;13.440353;-0.276211;-1.121222;1.41055;0.560123;0.059524;0.5;84;CV;54573
CSS080415:162012+115257;245.050063;11.882431;0.872234;0.333333;0.283957;0.473733;0.589629;0.620809;0.894495;0.000438;111.483625;0.455687;1;0.411765;1.30023;1.639507;-0.040344;-1.320102;0.532343;2.737565;0;0.5;18;CV;54572
CSS080409:174714+150048;266.809768;15.013238;2.09;0.242424;0.377889;0.537995;0.579675;0.682935;0.898427;0.000591;122.511485;0.63;0.848485;0.566667;1.355049;2.059988;1.12226;0.315622;1.093703;7.362053;0.181818;0.484848;33;CV;54566
CSS080409:081419-005022;123.578838;-0.839333;2.54;0.089172;0.022169;0.039071;0.051005;0.071477;0.109502;-6.2e-05;93.457944;0.21;0.949045;0.5;38.08409;7.561649;-3.195869;10.262681;0.905362;2.712512;0;0.490446;157;CV;54566
CSS080406:075648+305805;119.199945;30.968229;2.355;0.219512;0.135058;0.237649;0.641742;0.784551;0.924561;0.000615;391.891894;0.33;0.756098;0.533333;0.976232;1.521575;1.18949;0.205821;1.28198;1.50885;0.292683;0.487805;41;CV;54563
CSS080405:161851-052509;244.711413;-5.419027;0.242742;0.375;0.668614;0.684087;0.744884;0.85554;0.94775;0.001038;17.944305;0.159114;1;0.285714;0.241693;0.406336;0.138746;-1.775175;0.193317;8.3219;0;0.5;8;CV;54562
CSS080404:213309+155004;323.28915;15.834498;2.138552;0.111111;0.159746;0.213082;0.23318;0.258943;0.517412;-0.007288;45.740367;0.155516;0.888889;0.5;0.975382;0.836636;2.443476;4.036674;1.295001;205.198662;0.111111;0.444444;9;CV;54561
CSS080403:160004+331114;240.015371;33.187291;3.43;0.300429;0.016099;0.047475;0.22646;0.636143;0.705819;8.2e-05;329.710145;0.89;0.712446;0.5;76.268059;56.867027;-0.739561;-0.999711;1.976119;86.725617;0.017167;0.484979;233;CV;54560
CSS080401:085113+344449;132.805835;34.746775;3.935;0.149573;0.001797;0.004271;0.007405;0.022176;0.206993;0.00017;377.083333;0.37;0.850427;0.466667;312.328572;101.69855;-1.991562;3.055594;1.673693;0.397315;0.004274;0.491453;234;CV;54558
CSS080401:153151+152447;232.961746;15.412927;1.265;0.151515;0.194057;0.346862;0.568342;0.62471;0.704999;-1.7e-05;173.25228;0.35;1;0.5;1.013724;1.230768;1.174278;1.127447;0.578951;1.841144;0.060606;0.484848;33;CV;54558
CSS080331:160205+031632;240.519992;3.275482;1.582091;0.387097;0.082694;0.278667;0.492931;0.705203;0.867603;-0.00031;127.634358;0.45203;0.967742;0.566667;1.976627;2.202927;0.759515;0.790945;0.705203;1.940126;0.032258;0.483871;31;CV;54557
CSS080329:143500-004606;218.750931;-0.768331;2.175;0.144295;0.034495;0.065822;0.102817;0.146271;0.22429;0.000117;1113.402061;0.25;0.949664;0.533333;13.321879;4.571798;-1.766691;4.824947;0.649579;0.29322;0;0.496644;298;CV;54555
CSS080324:122100-102735;185.248935;-10.459916;2.25;0.19774;0.026973;0.041555;0.090292;0.139813;0.803609;2.1e-05;264.755481;0.36;0.892655;0.5;12.931568;7.689357;-1.370341;1.636715;0.901792;0.329517;0.00565;0.497175;177;CV;54550
CSS080309:084358+425037;130.991955;42.843574;2.915;0.215054;0.006642;0.016892;0.024959;0.148189;0.539275;-0.00026;608.695653;0.46;0.827957;0.533333;59.533446;36.305468;-1.43982;0.890485;1.465867;0.368533;0;0.5;186;CV;54535
CSS080309:070501+372505;106.25441;37.418164;1.16758;0.125;0.612844;0.647096;0.690176;0.742969;0.873782;0.07534;23.014198;0.496927;1;0.571429;0.821423;1.20372;0.967559;-0.043467;0.758345;1.115403;0.125;0.5;8;CV;54535
CSS080307:055730+001514;89.375197;0.253889;0.31352;0.5;0.555264;0.693717;0.798692;0.866839;0.944025;0.001271;87.117143;0.244636;1;0.571429;0.318801;0.547907;0.028273;-1.779446;0.248263;298.18319;0;0.5;8;CV;54533
CSS080305:102938+414046;157.407177;41.679576;0.497296;0.35;0.270807;0.349851;0.394591;0.645861;0.886348;-6.8e-05;47.695095;0.258952;1;0.368421;0.516591;0.896921;0.512757;-0.844301;0.316507;2.542533;0;0.5;20;CV;54531
CSS080305:080846+313106;122.192372;31.518315;2.76;0.124169;0.004213;0.009902;0.017066;0.026901;0.468679;-0.000117;940.594059;0.26;0.889135;0.566667;47.752849;32.666511;-2.122819;3.362145;1.217741;60.666959;0;0.498891;451;CV;54531
CSS080304:164002+073208;250.008876;7.535465;0.580827;0.3125;0.112882;0.33282;0.500484;0.839868;0.954182;0.000433;75.065063;0.182875;1;0.533333;0.542541;0.818861;0.810585;-0.882207;0.394671;3.291429;0;0.5;16;CV;54530
CSS080304:090240+052501;135.665417;5.416902;1.222195;0.375;0.750317;0.771158;0.794855;0.821693;0.910182;0.260726;30.84406;1.006;1;0.428571;1.297016;1.885858;-0.011421;-1.952562;1.051475;0.545344;0;0.5;8;CV;54530
CSS080303:073921+222454;114.838098;22.414949;0.875498;0.315789;0.138787;0.316973;0.47386;0.614563;0.819307;1.7e-05;102.77438;0.256357;1;0.611111;0.667922;1.263386;0.615517;-0.795018;0.528221;1.348463;0;0.473684;19;CV;54529
CSS080302:160845+220610;242.18665;22.102704;0.432292;0.4;0.205446;0.421808;0.591322;0.739711;0.875377;-0.000467;35.088426;0.209828;1;0.526316;0.416888;0.646966;0.391994;-0.94148;0.253182;5.454707;0;0.5;20;CV;54528
CSS080228:081210+040352;123.042623;4.064337;1.184821;0.264151;0.172527;0.303075;0.415726;0.557791;0.729289;0.000124;252.942763;0.279688;1;0.466667;1.177634;1.188222;0.760004;0.827099;0.441524;0.712679;0.006289;0.496855;159;CV;54526
CSS080227:132103+015329;200.263091;1.891526;3.025;0.052117;0.081517;0.155063;0.268745;0.358935;0.534671;-4e-06;5791.666637;0.19;0.973941;0.6;91.896639;1.308981;-4.672996;24.110336;0.799099;0.499194;0;0.485342;307;CV;54525
CSS080227:112634-100210;171.641538;-10.036109;2.525;0.154589;0.192308;0.32099;0.448092;0.555372;0.757811;-0.00028;412.133892;0.32;0.966184;0.433333;10.066238;1.390333;-0.184775;5.379583;0.630657;0.536502;0.028986;0.487923;207;CV;54525
CSS080211:024602+345508;41.509785;34.918949;2.65;0.17341;0.01587;0.023739;0.034773;0.045774;0.830162;0.000182;129.62963;0.45;0.861272;0.566667;32.113112;24.302074;-1.552947;1.262273;1.340698;2.541917;0;0.491329;173;CV;54509
CSS080209:090628+052657;136.61763;5.449263;2.025;0.394366;0.059641;0.233344;0.566037;0.791587;0.890281;0.000159;141.025642;0.66;0.738028;0.533333;11.705741;10.039035;-0.524275;-1.3372;1.232522;0.16026;0;0.495775;355;CV;54507
CSS080209:084555+033929;131.479482;3.658108;2.84;0.097561;0.003675;0.010945;0.017529;0.057986;0.066343;0.001336;211.382114;0.62;0.902439;0.6;72.113908;72.038087;-1.719861;2.116144;1.572654;1.355295;0;0.487805;41;CV;54507
CSS080208:103317+072119;158.321898;7.35524;3.37;0.119149;0.016825;0.031363;0.047019;0.065765;0.110884;4.3e-05;3916.666647;0.37;0.931915;0.533333;99;14.35381;-2.634814;7.868555;1.129253;0.538814;0.004255;0.493617;235;CV;54506
CSS080207:060038-080945;90.156632;-8.162442;2.495;0.4;0.028246;0.082212;0.251716;0.375903;0.54483;0.000137;153.256705;0.83;0.72;0.533333;23.888573;23.85482;-0.647701;-0.983955;1.498662;4.231811;0;0.493333;75;CV;54505
CSS080207:052034-000530;80.140874;-0.091608;1.915;0.183486;0.030581;0.047716;0.067029;0.103839;0.663834;-0.000307;150;0.26;0.899083;0.533333;10.481536;7.961784;-1.634344;1.987843;0.824531;0.564543;0;0.477064;109;CV;54505
CSS080202:001637+185615;4.153661;18.937557;0.641323;0.2;0.164548;0.307894;0.439027;0.499106;0.747698;-0.000496;32.009847;0.168111;1;0.571429;0.583397;0.747603;1.124912;0.706112;0.330071;10.008232;0;0.466667;15;CV;54500
CSS080202:081415+080450;123.562072;8.080547;0.705303;0.166667;0.141293;0.262556;0.413061;0.473063;0.769238;-6e-05;65.341076;0.1101;1;0.636364;0.679092;0.691083;1.761103;2.241116;0.386716;4.187032;0;0.5;12;CV;54500
CSS080201:115330+315836;178.375962;31.976674;2.13;0.405405;0.050027;0.110541;0.628336;0.695688;0.969276;-3e-04;272.394881;0.845;0.743243;0.4;10.575497;10.100001;-0.503197;-1.145865;1.321002;1.643919;0.013514;0.5;74;CV;54499
CSS080131:163943+122414;249.927877;12.403998;2.545;0.389262;0.039068;0.194211;0.460686;0.63681;0.908281;-2.3e-05;575.862069;0.9;0.684564;0.5;22.334581;21.580036;-0.482991;-1.330816;1.656031;0.416026;0.026846;0.496644;149;CV;54498
CSS080130:033056+251255;52.731867;25.215381;1.729773;0.352941;0.247118;0.409043;0.507273;0.714536;0.882872;-0.001075;42.832626;0.953041;0.882353;0.4375;2.773723;3.609127;0.775993;0.010888;1.028807;2.055693;0.117647;0.470588;17;CV;54497
CSS080130:090951+184947;137.460588;18.829794;2.17;0.100228;0.102763;0.176402;0.26773;0.379283;0.570969;0.00017;272.727273;0.18;0.954442;0.4;24.118864;1.255649;-3.431554;13.471586;0.693246;0.46452;0;0.492027;439;CV;54497
CSS080130:105550+095621;163.958688;9.939046;2.41;0.149533;0.07176;0.137975;0.208488;0.312919;0.427238;-7.1e-05;1458.333326;0.44;0.953271;0.433333;32.113112;4.641781;-1.922054;4.745144;0.882323;1.209593;0;0.498442;321;CV;54497
CSS080110:032627+070744;51.613598;7.129072;2.32;0.512821;0.328133;0.487605;0.687653;0.720591;0.81637;0.00031;145.953757;1.14;0.615385;0.566667;1.992265;2.782914;0.248749;-1.620067;1.527969;2.008335;0.435897;0.487179;39;CV;54477
CSS080101:232519-081819;351.329988;-8.305322;3.68;0.063745;0.063117;0.11509;0.178749;0.271899;0.460917;0.000279;535.714285;0.19;0.952191;0.466667;245.603934;1.924564;-3.777913;15.151442;1.045062;0.695525;0;0.49004;251;CV;54468
CSS071231:082822+105344;127.090645;10.895635;0.795229;0.615385;0.10125;0.328475;0.8896;0.91442;0.961169;0.001087;49.007356;0.492269;1;0.333333;1.277584;1.681031;-0.236017;-1.405647;0.568173;3.281867;0;0.461538;13;CV;54467
CSS071215:041456+215643;63.731993;21.945442;3.62;0.217391;0.065931;0.084937;0.13868;0.212958;0.42335;-0.000206;482.517482;0.575;0.902174;0.533333;241.061835;8.008001;-1.885019;6.175923;1.132603;1.210984;0;0.5;92;CV;54451
CSS071214:090904+091714;137.268268;9.287025;1.225036;0.153846;0.060842;0.190844;0.455326;0.502708;0.895559;-0.000247;17.119901;0.282396;0.846154;0.666667;0.845035;1.310212;1.5349;0.971967;0.774822;10.692867;0.153846;0.461538;13;CV;54450
CSS071206:060031-105208;90.129114;-10.868934;0.242655;0.4;0.049581;0.086766;0.123951;0.45247;0.780988;-0.000536;15.421667;0.034367;1;0;0.407943;0.416313;-1.161945;-0.114912;0.16609;4.893202;0;0.4;5;CV;54442
CSS071115:044216-002334;70.56677;-0.392723;1.231619;0.285714;0.179818;0.268211;0.599322;0.668158;0.983994;-0.000201;29.568824;0.585788;1;0.407407;1.246233;1.93175;0.630285;-0.572244;0.732951;14.005496;0.035714;0.5;28;CV;54421
CSS071112:024457+352249;41.239291;35.380553;1.221016;0.333333;0.105355;0.271527;0.438245;0.599609;0.916029;0.000336;72.353349;0.374299;1;0.529412;0.81942;1.479632;1.023488;0.083616;0.680993;10.559803;0.055556;0.5;18;CV;54418
CSS071112:085823-003729;134.595171;-0.624753;1.878562;0.130435;0.077322;0.203941;0.588555;0.643404;0.886273;3e-06;55.702641;0.199591;0.869565;0.409091;0.949115;1.369243;1.425266;0.807734;1.062428;17.951005;0.130435;0.478261;23;CV;54418
CSS071108:030945+295251;47.438315;29.880788;2.56;0.22549;0.149664;0.2891;0.700265;0.86586;0.936177;-0.001164;171.073095;0.26;0.745098;0.4;0.984934;1.379409;1.174899;-0.395473;1.512993;3432.140093;0.254902;0.5;306;CV;54414
CSS121204:050130-134346;75.37456;-13.729755;1.15;0.270115;0.128762;0.259202;0.418401;0.542605;0.74354;-8.9e-05;238.00738;0.225;1;0.466667;1.051162;0.988642;0.566931;1.767489;0.338183;0.392425;0.005747;0.494253;174;SN;56265
CSS121125:052126-165258;80.358725;-16.882994;1.508777;0.333333;0.124898;0.248868;0.498279;0.714431;0.879144;-0.000298;123.106187;0.394365;0.958333;0.608696;4.548818;1.688644;-0.496429;0.65737;0.647541;2.388146;0;0.5;24;SN;56256
CSS121120:015148+211622;27.948891;21.272583;0.943222;0.5;0.549438;0.750281;0.87034;0.901536;0.95418;-0.175751;212.858812;0.429445;1;0.285714;0.73968;1.165666;0.336209;-1.687486;0.763408;1.682177;0;0.5;8;SN;56251
CSS121113:091919+171410;139.827866;17.236021;0.234237;0.285714;0.040519;0.087535;0.26756;0.447586;0.771824;-0.023796;33.931633;0.035918;1;0.5;0.218764;0.347767;0.028104;-0.423209;0.136713;7.99752;0;0.428571;7;SN;56244
CSS121112:024457+353043;41.23713;35.512023;0.85;0.276074;0.130661;0.263435;0.408527;0.546836;0.750484;-3.5e-05;264.59144;0.18;1;0.466667;0.995262;0.86755;0.158814;0.494445;0.275713;4.190643;0;0.490798;163;SN;56243
CSS121112:020130+261539;30.373496;26.26095;0.468501;0.333333;0.150909;0.431616;0.796086;0.843035;0.916223;0.02087;105.187311;0.093828;1;0.5;0.540029;0.58157;0.726144;-1.296119;0.353427;0.225139;0;0.444444;9;SN;56243
CSS121107:023126+073032;37.859444;7.509118;0.63;0.411765;0.293221;0.477017;0.579979;0.689916;0.907261;-4.1e-05;70.101351;0.31;1;0.4375;0.803018;0.926928;-0.070539;-1.166522;0.364909;4.901977;0;0.470588;17;SN;56238
CSS121106:045816-161758;74.566222;-16.299629;1.092012;0.5;0.341782;0.848547;0.863534;0.875875;0.90596;-0.000973;32.282847;0.162556;0.9;0.555556;4.774416;4.571966;-0.393432;-1.797702;0.90479;45.683152;0;0.5;10;SN;56237
CSS121026:164652+565105;251.719002;56.851389;1.74;0.215385;0.045309;0.086097;0.141991;0.201947;0.27414;-4e-04;282.051282;0.34;0.953846;0.433333;7.165824;4.442192;-1.322098;2.671397;0.676896;12.789643;0;0.476923;65;SN;56226
CSS121020:051457-130750;78.738922;-13.130582;0.199671;0.333333;0.236977;0.326534;0.416091;0.563163;0.825265;0.029977;21.328761;0.076383;1;0.4;0.197196;0.303812;0.571364;-0.60131;0.128459;0.043963;0;0.5;6;SN;56220
CSS121015:004244+132827;10.684835;13.473992;1.500621;0.066667;0.17473;0.327111;0.525168;0.67051;0.784754;-0.008428;76.205224;0.15602;0.933333;0.357143;0.92269;0.81392;2.656945;6.480844;0.728645;1.796213;0.066667;0.466667;15;SN;56215
CSS121013:025604+005601;44.018283;0.933917;1.605;0.388889;0.267538;0.373239;0.549128;0.638786;0.708082;-0.000755;69.778633;0.62;0.944444;0.529412;9.814225;4.272103;-0.638404;-0.544895;0.909761;103.762382;0;0.5;18;SN;56213
CSS121013:012715+005224;21.81083;0.873484;0.473771;0.333333;0.033232;0.117533;0.231521;0.539926;0.830352;-0.028582;81.39823;0.023419;1;0.5;0.51535;0.577366;1.219552;-0.028134;0.297905;0.037601;0;0.444444;9;SN;56213
CSS121011:163803+372814;249.513925;37.47068;1.125;0.106464;0.047688;0.079498;0.123558;0.18567;0.282564;-0.000133;921.739127;0.08;1;0.4;2.467369;1.158976;-2.277388;8.073205;0.293194;1.000199;0;0.48289;263;SN;56211
CSS121009:011101-172841;17.754274;-17.478175;0.49875;0.3;0.34201;0.528836;0.671351;0.740782;0.806341;0.005423;55.099734;0.308061;1;0.333333;0.690925;0.851335;-0.10556;-1.392642;0.324768;1.845526;0;0.5;10;SN;56209
CSS121009:014120-093343;25.33312;-9.561987;1.23;0.341463;0.097724;0.176849;0.287287;0.559077;0.721571;-0.000307;163.128492;0.375;1;0.466667;2.630627;2.683719;-0.212588;-0.589182;0.62533;6.652159;0;0.5;82;SN;56209
CSS121006:232854+085452;352.226999;8.914431;4.195;0.212121;0.077953;0.174325;0.289043;0.367294;0.770181;-0.000332;233.486943;0.44;0.987879;0.533333;482.058802;3.191666;-2.924498;20.034049;0.852643;1.165234;0.006061;0.490909;165;SN;56206
CSS121006:015926+014412;29.858451;1.736598;1.44;0.204444;0.093872;0.150857;0.206838;0.305091;0.452829;-0.000204;393.474088;0.22;1;0.5;2.908409;1.918439;-0.650666;2.040896;0.446411;0.581024;0;0.493333;225;SN;56206
CSS121005:212556+122328;321.48289;12.39106;1.985;0.392157;0.027047;0.038701;0.235782;0.530509;0.664148;-0.00075;139.605463;0.42;0.803922;0.5;12.931568;11.561114;-0.838356;-0.674168;1.15228;415.043469;0;0.490196;51;SN;56205
CSS120926:171458+344754;258.740601;34.798406;1.303156;0.3125;0.04013;0.342462;0.444335;0.593817;0.833621;0.044729;184.383932;0.349629;0.9375;0.6;0.842159;1.391197;1.11949;0.546136;0.687384;0.317703;0.0625;0.5;16;SN;56196
CSS120923:224402+155150;341.00691;15.86392;0.835635;0.4;0.176917;0.40629;0.612915;0.794521;0.948197;0.060088;57.700495;0.413;1;0.777778;0.651821;1.212006;0.548896;-1.092265;0.569498;0.161306;0;0.5;10;SN;56193
CSS120920:231013+303443;347.552795;30.578639;0.496841;0.466667;0.285449;0.401157;0.55692;0.714721;0.884743;0.02372;64.756818;0.308078;1;0.5;0.69188;0.935388;-0.132641;-1.324349;0.326658;1.206588;0;0.466667;15;SN;56190
CSS120919:235723-182711;359.344969;-18.453193;0.50668;0.1875;0.208265;0.259299;0.332078;0.504041;0.642966;0.006567;147.447076;0.128071;1;0.666667;0.441949;0.510372;0.721586;1.567656;0.215256;0.18573;0;0.5;16;SN;56189
CSS120914:010533+084631;16.388834;8.775236;0.862627;0.25;0.311303;0.428584;0.528167;0.608283;0.807564;-0.000148;296.562383;0.345458;1;0.571429;0.760268;1.174864;0.666926;-0.361001;0.517538;22.030229;0;0.5;8;SN;56184
CSS120914:004850+074554;12.207531;7.765093;1.085584;0.090909;0.086403;0.139744;0.281115;0.390318;0.502804;-0.000882;50.541815;0.170326;0.954545;0.47619;0.820651;1.043249;2.311202;4.376695;0.539504;2.746072;0.090909;0.5;22;SN;56184
CSS120828:231622+241519;349.091908;24.254954;1.22;0.409091;0.204293;0.248014;0.471011;0.701238;0.935955;-0.000549;121.412804;0.54;1;0.47619;1.956801;2.55815;-0.091358;-1.129719;0.761815;3.063129;0;0.5;22;SN;56167
CSS120825:221242+003043;333.173198;0.511934;2.295;0.096154;0.018825;0.037151;0.054553;0.072996;0.13011;-0.00034;340.659341;0.17;0.935897;0.533333;21.080047;6.393613;-2.879977;8.911249;0.676411;3611.63556;0;0.49359;312;SN;56164
CSS120813:153936-024101;234.902026;-2.683306;1.825;0.131579;0.047116;0.080268;0.111239;0.138815;0.415219;-0.000433;122.933884;0.535;0.894737;0.5;12.546723;11.266607;-1.321963;0.992345;0.980072;54.57358;0;0.5;38;SN;56152
CSS120620:135635+044652;209.146892;4.781166;1.235;0.199336;0.116701;0.216191;0.363056;0.478642;0.677044;-7.7e-05;201.735358;0.18;1;0.5;3.786301;0.947552;-1.473036;5.677245;0.334781;0.531505;0;0.488372;301;SN;56098
CSS120618:133350+260807;203.456583;26.135232;0.375886;0.333333;0.24738;0.466463;0.685547;0.859669;0.943867;-0.075898;21.679049;0.118863;1;0.6;0.426312;0.542393;0.589034;-1.441796;0.296524;0.179857;0;0.5;6;SN;56096
CSS120612:104831+215524;162.129074;21.923188;0.802472;0.2;0.295172;0.516551;0.73793;0.836207;0.934483;-0.061216;115.095388;0.320368;1;0.25;0.693684;0.973146;0.61814;-1.194857;0.612661;0.244661;0;0.4;5;SN;56090
CSS120611:124020+155337;190.082587;15.893656;1.568609;0.285714;0.514085;0.860107;0.889803;0.919498;0.966913;-0.001563;15.532038;0.156061;0.571429;0.333333;0.9358;1.055459;0.362338;-1.777784;1.369352;9.399415;0.428571;0.428571;7;SN;56089
CSS120610:165030+454419;252.62335;45.738663;0.524632;0.375;0.839016;0.898738;0.935769;0.94784;0.974699;-0.078395;26.035182;0.420442;1;0.428571;0.47009;0.841658;0.045567;-1.937791;0.465932;0.482124;0;0.5;8;SN;56088
CSS120608:170727+115705;256.861256;11.951495;0.914784;0.375;0.44224;0.551307;0.664353;0.781777;0.909593;0.010556;78.756813;0.57203;1;0.857143;0.726159;1.289503;0.30244;-1.395991;0.635507;0.314006;0;0.5;8;SN;56086
