name;ra;dec;amplitude;beyond1std;fpr_mid20;fpr_mid35;fpr_mid50;fpr_mid65;fpr_mid80;linear_trend;max_slope;med_abs_dev;med_buf_range_per;pair_slope_trend;percent_amplitude;pdfp;skew;kurtosis;std;ls;rcorbor;magratio;data_num;object;dmjd
CSS121123:051056-102401;77.732355;-10.400404;0.895;0.375;0.87482;0.907977;0.933366;0.95021;0.977077;0.003387;50.287356;0.735;1;0.571429;0.682579;1.30328;0.039772;-1.943315;0.794315;2.189545;0;0.5;8;CV;56254
CSS121123:045020-093113;72.582463;-9.520167;0.75;0.285714;0.085782;0.408489;0.629794;0.736414;0.870485;9.9e-05;44.265594;0.26;1;0.5;1.312065;0.875122;-0.41066;-0.164669;0.348123;6.810391;0;0.47619;21;CV;56254
CSS121120:020633+205707;31.639308;20.952106;2.375;0.276515;0.139132;0.233547;0.34222;0.494447;0.689385;-0.000139;258.164852;0.405;0.988636;0.533333;20.776867;2.122063;-1.24164;4.684604;0.685853;0.892231;0;0.5;264;CV;56251
CSS121114:093946+065210;144.941736;6.869316;1.495698;0.5;0.283271;0.434345;0.643386;0.890856;0.968692;0.000926;134.155388;0.909639;0.875;0.466667;1.509184;2.305349;0.439216;-1.313829;1.067609;3.566479;0.25;0.5;16;CV;56245
CSS121114:011948-241624;19.949708;-24.273572;0.281392;0.444444;0.615585;0.822992;0.903259;0.92025;0.954385;-0.000602;14.711447;0.089305;1;0.375;0.54665;0.598318;-0.21448;-1.89545;0.240627;5.080029;0;0.444444;9;CV;56245
CSS121112:211504-183405;318.765239;-18.568049;0.603089;0.285714;0.326438;0.554474;0.648174;0.741874;0.893837;0.000962;57.971814;0.370641;1;0.666667;0.529892;0.865782;0.394142;-1.212752;0.413295;2.730458;0;0.428571;7;CV;56243
CSS121025:180049+523235;270.204244;52.543164;2.065;0.346154;0.117387;0.149157;0.180537;0.245944;0.945981;-0.000703;185.714286;0.815;0.807692;0.4;6.222674;6.820358;-0.423126;-0.741981;1.200257;9.534554;0.115385;0.5;26;CV;56225
CSS121014:224648+065635;341.699018;6.942954;1.88;0.12987;0.023908;0.045316;0.06965;0.096428;0.139899;-4e-06;308.333334;0.235;0.948052;0.366667;10.857562;6.141118;-2.314614;5.902431;0.666455;1.790666;0;0.5;308;CV;56214
CSS121011:225648-274325;344.199368;-27.723736;1.04;0.142857;0.066766;0.111968;0.158522;0.272789;0.312805;7.1e-05;58.350101;0.27;1;0.566667;2.714998;2.996978;-1.27759;1.290952;0.519069;0.97886;0;0.5;42;CV;56211
CSS121010:174747+552918;266.946695;55.488411;2.28;0.135135;0.119297;0.207157;0.324726;0.405019;0.66348;-0.000372;431.438127;0.26;0.963964;0.566667;18.952623;1.4892;-2.452963;9.278809;0.725471;11.994407;0;0.495495;111;CV;56210
CSS121009:012201-083350;20.50222;-8.563747;2.191364;0.272727;0.107681;0.390305;0.712793;0.953876;0.992286;-0.000349;36.128846;0.544666;0.727273;0.5;0.969193;1.700873;0.947266;-0.941353;1.672277;1.651538;0.272727;0.454545;11;CV;56209
CSS121006:234402+002117;356.00745;0.355429;1.9;0.142857;0.425236;0.71755;0.796966;0.876383;0.950803;-0.001292;31.506849;0.23;0.714286;0.5;0.962675;1.142419;0.789846;-0.784295;1.35741;6.703538;0.428571;0.428571;7;CV;56206
CSS121004:204336-055316;310.899566;-5.887792;0.516522;0.375;0.785564;0.821858;0.848798;0.865448;0.931391;0.124983;15.990634;0.427391;1;0.857143;0.52946;0.878547;-0.00994;-1.94418;0.444469;0.691598;0;0.5;8;CV;56204
CSS120921:213555+233644;323.978183;23.612337;2.03;0.142857;0.021033;0.029266;0.043834;0.071839;0.121646;-0.000496;316.831683;0.31;0.928571;0.466667;12.803257;12.701485;-1.891159;3.819252;0.873201;1.174553;0;0.5;56;CV;56191
CSS120921:212423+152319;321.095967;15.388799;0.942856;0.571429;0.438393;0.740382;0.827931;0.915481;0.967946;-0.001106;108.692549;0.554332;1;0.333333;0.706608;1.330193;0.216617;-1.724565;0.751126;8.341656;0;0.428571;7;CV;56191
CSS120813:203938-042908;309.907048;-4.485475;1.76;0.04878;0.125658;0.209584;0.297378;0.495265;0.66277;-0.000101;349.514561;0.1;0.95122;0.566667;15.904409;0.591935;-3.91939;14.52965;0.619608;5.414226;0;0.471545;246;CV;56152
CSS120619:171640+112846;259.166765;11.479324;1.150837;0.25;0.143719;0.190034;0.230335;0.264021;0.611477;-0.000453;86.550649;0.135898;1;0.285714;0.79015;1.107867;1.607376;1.812627;0.62968;7.148284;0.125;0.5;8;CV;56097
CSS120617:152351+083606;230.963322;8.601767;1.84;0.264808;0.050276;0.090292;0.135132;0.429739;0.704691;7e-05;592.156862;0.36;0.954704;0.433333;6.24436;4.846156;-0.862223;0.10797;0.804585;1.138204;0.003484;0.498258;287;CV;56095
CSS120616:224736+250436;341.901629;25.076756;2.547035;0.076923;0.113449;0.528021;0.791227;0.798742;0.826041;-0.000249;11.550546;0.366811;0.923077;0.666667;0.986849;1.135846;2.504049;5.490701;1.303739;11.92898;0.076923;0.461538;13;CV;56094
CSS120610:135419+273603;208.57841;27.600841;1.084068;0.5;0.901162;0.911818;0.931892;0.962324;0.986736;0.251735;20.392697;1.001461;1;0.428571;0.845682;1.574246;0.004876;-1.988888;1.015687;16.15568;0;0.5;8;CV;56088
CSS120608:164449+195940;251.205907;19.994425;3.18;0.206667;0.007058;0.01716;0.027346;0.084096;0.906573;0.000267;286.597938;0.68;0.826667;0.566667;86.092665;53.841568;-1.292299;0.27645;1.785217;3.583746;0.006667;0.5;150;CV;56086
CSS120530:173447+371445;263.695872;37.245833;2.415;0.22;0.027821;0.045149;0.070392;0.136243;0.589941;4.1e-05;287.985866;0.37;0.895;0.566667;18.768858;9.780951;-1.360549;1.518071;1.017607;0.435495;0.005;0.5;200;CV;56077
CSS120529:213424-075911;323.600035;-7.986268;2.095654;0.538462;0.062653;0.198609;0.914153;0.969627;0.98589;-0.000746;90.938934;1.500181;0.615385;0.583333;5.283824;6.046412;-0.080378;-1.286582;1.429921;5.880606;0.230769;0.461538;13;CV;56076
CSS120527:153833-151719;234.636716;-15.288501;3.865;0.277778;0.061054;0.122834;0.380214;0.48775;0.843879;0.000205;161.764706;0.58;0.855556;0.566667;393.440572;8.494741;-1.580399;4.499639;1.225825;7.29388;0;0.5;90;CV;56074
CSS120519:163824-091720;249.598787;-9.288753;0.660711;0.444444;0.60304;0.779871;0.818975;0.849578;0.91332;0.001593;35.20636;0.237045;1;0.625;0.631659;0.805805;0.200562;-1.882615;0.545528;14.307486;0;0.444444;9;CV;56066
CSS120424:171250+310708;258.207915;31.118771;2.595;0.127854;0.00619;0.012159;0.018077;0.027692;0.161728;-0.000123;203.675345;0.24;0.913242;0.6;33.673685;21.75543;-2.363347;4.98355;1.002602;1.153008;0;0.497717;219;CV;56041
CSS120424:125906+242634;194.774038;24.442705;0.330552;0.375;0.366123;0.526826;0.659673;0.76188;0.895368;-0.000345;70.906291;0.153061;1;0.428571;0.374721;0.474583;0.585321;-1.027066;0.228313;27.084051;0;0.5;8;CV;56041
CSS120424:144453-131118;221.220897;-13.188457;3.285;0.258065;0.001527;0.003611;0.449266;0.916911;0.919503;0.000722;90.211132;0.51;0.741935;0.566667;169.608239;161.020596;-1.044552;-0.81679;2.501648;2.299947;0;0.483871;31;CV;56041
CSS120419:163059+114327;247.745208;11.724252;1.731665;0.111111;0.262137;0.379004;0.456003;0.508266;0.695406;-4.2e-05;35.532965;0.318944;0.888889;0.5;0.938243;1.102249;2.252964;3.502597;1.023499;20.350412;0.111111;0.444444;9;CV;56036
CSS120417:144252-225040;220.71667;-22.84429;1.9205;0.428571;0.568221;0.948348;0.960166;0.971984;0.988556;0.341342;10.211544;0.066121;0.571429;0.833333;0.969094;1.020211;0.289191;-1.914688;1.8532;3.380271;0.428571;0.428571;7;CV;56034
CSS120328:153451+072931;233.712901;7.491912;1.475;0.222222;0.115089;0.200399;0.294875;0.464242;0.679384;0.000252;283.464567;0.315;1;0.5;1.594152;1.689007;1.055623;1.953146;0.585737;2.999408;0.041667;0.5;72;CV;56014
CSS120327:141850-243305;214.706609;-24.551319;2.835;0.454545;0.360986;0.410668;0.484094;0.626248;0.788353;0.001445;229.540918;1.81;0.454545;0.533333;6.111833;6.328924;0.162566;-1.646994;1.850106;2.045299;0.431818;0.5;44;CV;56013
CSS120326:160411+145618;241.044028;14.938421;1.393465;0.25;0.019484;0.371887;0.85031;0.899987;0.929684;-0.001897;128.949088;0.089365;0.75;0.272727;0.911088;0.988541;0.876688;-0.952057;0.986472;1.947353;0.333333;0.5;12;CV;56012
CSS120323:110938+503929;167.406695;50.658191;2.017898;0.2;0.070152;0.17606;0.313458;0.678091;0.93919;4.2e-05;44.596963;0.181933;0.8;0.5;0.967772;1.241605;1.5394;0.65287;1.344882;4.092737;0.2;0.466667;15;CV;56009
CSS120323:090239-062720;135.664284;-6.455396;0.894536;0.285714;0.252223;0.437645;0.593107;0.748569;0.899647;-0.00061;65.339365;0.407423;1;0.333333;0.689427;1.184178;0.815904;-0.621844;0.602087;39.087277;0;0.428571;7;CV;56009
CSS120322:163848+405057;249.698964;40.849127;1.724624;0.333333;0.029876;0.380213;0.843868;0.881549;0.948756;-0.003518;39.243025;0.735881;0.916667;0.545455;1.048238;1.864578;0.787233;-0.569836;1.080592;250.571458;0.166667;0.5;12;CV;56008
CSS120315:094854+014911;147.224767;1.819758;2.945;0.176471;0.005073;0.009351;0.015187;0.02108;0.384965;-0.00081;119.565217;0.57;0.843137;0.533333;80.658237;75.07767;-1.580428;1.177133;1.668173;1.365153;0;0.490196;51;CV;56001
CSS120313:131043-042600;197.677691;-4.433525;1.765;0.1875;0.024252;0.045171;0.082443;0.100522;0.139206;-0.000469;158.013544;0.425;0.916667;0.6;11.13183;9.722004;-1.742254;2.902094;0.833491;1.860511;0;0.5;48;CV;55999
CSS120304:130755-202628;196.979666;-20.441155;2.204144;0.619048;0.299305;0.428364;0.432822;0.719479;0.996379;-0.000975;18.240773;1.262685;0.571429;0.55;2.218664;3.137783;0.136476;-1.744829;1.707496;1.645183;0.428571;0.47619;21;CV;55990
CSS120301:073208+413009;113.033824;41.50254;2.895;0.349515;0.204632;0.357935;0.536766;0.643392;0.984451;0.000176;177.514793;0.81;0.737864;0.533333;2.191538;2.93312;0.846896;-0.531699;1.640421;0.733459;0.271845;0.495146;103;CV;55987
CSS120301:161823-102500;244.594836;-10.416852;2.16;0.247312;0.077832;0.21826;0.285428;0.378278;0.460324;-0.000208;600.840336;0.55;0.946237;0.5;12.677288;4.718938;-0.710958;0.58605;0.853381;0.775717;0;0.494624;93;CV;55987
CSS120229:144547-060034;221.444281;-6.009382;2.26;0.183333;0.043524;0.06686;0.097688;0.14051;0.277918;-0.000161;236.13963;0.34;0.941667;0.466667;15.595165;6.420017;-1.498253;3.536439;0.845799;0.747225;0;0.5;120;CV;55987
CSS120222:124602-202302;191.508586;-20.383989;1.38;0.274194;0.038033;0.05056;0.076312;0.839132;0.92942;-0.00063;378.83959;0.225;0.935484;0.533333;4.997847;4.959191;-1.183087;-0.006897;0.808561;1.69894;0;0.5;62;CV;55980
CSS120222:055729-134305;89.369244;-13.718013;0.547065;0.333333;0.098724;0.375019;0.69458;0.751266;0.910465;0.000108;101.936161;0.24775;1;0.545455;0.526593;0.758333;0.71151;-0.781724;0.351848;4.899802;0;0.5;12;CV;55980
CSS120202:120620-032838;181.582755;-3.477112;2.315;0.239583;0.016648;0.040183;0.062227;0.151997;0.46661;7.5e-05;267.326733;0.5;0.84375;0.466667;28.241214;20.93403;-1.342916;0.78138;1.214491;0.580731;0;0.5;96;CV;55960
CSS120130:161304+012125;243.268224;1.356796;1.499175;0.375;0.099496;0.16983;0.435794;0.877066;0.953299;-0.00053;121.276623;0.595518;1;0.533333;3.48939;3.917516;-0.278847;-1.023548;0.925753;17.593671;0;0.5;16;CV;55957
CSS120127:154022+012231;235.093477;1.37524;0.723559;0.2;0.273725;0.418481;0.464814;0.519888;0.649149;-0.000104;530.397143;0.309826;1;0.777778;1.219228;1.209578;-0.443428;-0.625966;0.414166;77.276436;0;0.5;10;CV;55954
CSS120126:005021+331918;12.585704;33.321635;2.27;0.447368;0.401916;0.454816;0.571841;0.63937;0.740744;0.000772;84.603659;1.385;0.605263;0.566667;2.962402;3.685271;0.195797;-1.656571;1.607637;4.44187;0.421053;0.5;38;CV;55953
CSS120120:084702-154158;131.760314;-15.69943;0.611156;0.5;0.364035;0.486905;0.606704;0.723126;0.877781;0.002852;78.911029;0.402817;1;0.714286;0.732504;1.043011;-0.037702;-1.482687;0.422154;0.68686;0;0.5;8;CV;55947
CSS120102:055935-081055;89.897434;-8.181926;0.39633;0.428571;0.36423;0.613465;0.671198;0.728932;0.886577;0.000391;32.531473;0.22651;1;0.5;0.406338;0.573294;0.155284;-1.648538;0.30179;8.140152;0;0.428571;7;CV;55929
CSS120101:152731+181727;231.877799;18.29087;2.145;0.227468;0.067615;0.116073;0.169336;0.256242;0.414704;-0.000162;254.867257;0.37;0.965665;0.5;12.304544;3.951739;-1.10028;2.274697;0.748473;1.533506;0;0.493562;233;CV;55928
CSS111231:035318-034847;58.325822;-3.813045;1.835;0.315254;0.052164;0.110602;0.342074;0.599537;0.872029;5e-05;104.712042;0.43;0.861017;0.5;11.705741;6.556104;-0.88759;-0.589421;0.951293;0.458548;0;0.498305;295;CV;55927
CSS111229:105658+394239;164.242513;39.710684;1.665;0.358333;0.204182;0.443136;0.635971;0.747208;0.899807;-0.000892;174.137931;0.6;0.991667;0.5;2.499303;1.895162;0.589237;-0.253619;0.709879;4731.50778;0.025;0.5;120;CV;55925
CSS111228:013701-091235;24.25433;-9.209732;3.21;0.020492;0.134847;0.303685;0.405274;0.582128;0.795653;-0.000168;115.532734;0.125;0.983607;0.533333;196.696964;0.551598;-6.943932;49.434697;0.747144;692.270205;0;0.479508;244;CV;55924
CSS111227:221010+185418;332.541341;18.90513;2.93;0.13141;0.142115;0.232555;0.363305;0.486322;0.70966;7.8e-05;935.779818;0.285;0.971154;0.333333;29.060444;1.469954;-2.431898;11.599588;0.69368;1827.76132;0.009615;0.5;312;CV;55923
CSS111225:042151+304139;65.464226;30.694194;1.05644;0.310345;0.183648;0.281198;0.492918;0.66271;0.802887;-1.5e-05;152.59136;0.315075;1;0.5;1.148022;1.125555;0.577666;0.139477;0.47407;1.408273;0;0.482759;29;CV;55921
CSS111128:223214-161138;338.059373;-16.194026;1.685;0.285714;0.411547;0.692466;0.751453;0.810441;0.921569;-0.00103;45.889101;0.43;0.571429;0.333333;0.933319;1.316037;0.465917;-1.455398;1.254007;28.614327;0.428571;0.428571;7;CV;55894
CSS111127:033357+332152;53.486991;33.364106;1.83;0.368421;0.467534;0.579884;0.663569;0.772097;0.887468;-0.00068;142.095915;0.83;0.815789;0.5;1.488752;1.985094;0.35643;-1.368291;1.162176;3.21379;0.263158;0.5;38;CV;55893
CSS111123:044042+304025;70.17702;30.673542;2.147334;0.2;0.012383;0.02167;0.030957;0.394348;0.757739;-0.004356;5.704394;0.020797;0.8;0.25;0.980459;0.805764;1.499758;0.249676;1.709876;40.461974;0.2;0.4;5;CV;55889
CSS111118:051923+155435;79.845363;15.909757;1.755;0.19802;0.021694;0.039021;0.101156;0.202083;0.288559;0.000233;104.72973;0.245;0.930693;0.5;13.190575;7.865179;-1.675889;2.342845;0.763992;0.324187;0;0.485149;202;CV;55884
CSS111118:051121+113443;77.837232;11.578671;1.09106;0.130435;0.081448;0.122362;0.19906;0.323349;0.806755;-0.000177;67.173061;0.105881;0.956522;0.590909;0.831333;0.96571;2.115011;3.473484;0.536497;6.599026;0.043478;0.478261;23;CV;55884
CSS111116:045303+115800;73.26096;11.966903;1.848806;0.295455;0.091817;0.135313;0.252158;0.569265;0.84936;-0.000312;106.82603;0.186991;0.977273;0.433333;1.401533;2.025714;1.583934;4.226126;0.69548;1.631724;0.022727;0.5;44;CV;55882
CSS111116:044049+074519;70.203441;7.755309;1.89;0.174419;0.124682;0.215466;0.301442;0.465507;0.662265;-9e-05;259.179265;0.18;0.988372;0.566667;7.953648;1.093725;-1.627493;9.144969;0.435171;0.16268;0;0.497093;344;CV;55882
CSS111103:074400+415504;116.002044;41.917739;2.525;0.4;0.026126;0.291274;0.433833;0.677817;0.82801;-0.000865;93.167702;0.93;0.636364;0.466667;26.797133;21.941093;-0.486707;-1.433378;1.674592;1.989759;0;0.490909;55;CV;55869
CSS111101:234242+341331;355.676514;34.225167;2.28066;0.375;0.861148;0.880162;0.897454;0.91285;0.956626;-0.002713;27.426877;1.696752;0.625;0.285714;1.253388;2.127364;0.080909;-1.879918;1.920641;5.416545;0.5;0.5;8;CV;55867
CSS111101:233003+303301;352.512618;30.550249;1.875;0.242215;0.145477;0.274003;0.396203;0.520356;0.709181;-5.4e-05;260.504203;0.35;0.99308;0.5;3.570882;1.608757;0.462447;1.552963;0.557232;0.431428;0.013841;0.491349;289;CV;55867
CSS111030:081117+152003;122.821388;15.33413;0.310257;0.2;0.060514;0.105899;0.151285;0.469553;0.787821;-0.001907;13.293103;0.031247;1;0.5;0.409272;0.375705;1.450688;0.183302;0.235163;1.22585;0;0.4;5;CV;55865
CSS111024:215033+055535;327.639243;5.926214;1.905;0.255102;0.169224;0.287918;0.4306;0.575669;0.804779;0.000176;135.087719;0.38;0.979592;0.466667;5.13762;1.692063;-0.172278;1.014342;0.731538;1.801379;0.030612;0.489796;98;CV;55859
CSS111023:221718+315650;334.323048;31.947174;1.065;0.48;0.083578;0.280043;0.74135;0.797558;0.938007;-0.000895;82.568807;0.35;1;0.5;2.872576;3.057937;-0.428083;-1.357858;0.732196;2.783899;0;0.48;25;CV;55858
CSS111023:053042+141826;82.674814;14.307267;2.087407;0.636364;0.16316;0.879559;0.933662;0.968828;0.994578;-0.000446;63.362046;1.586076;0.590909;0.47619;5.507758;6.170008;-0.09579;-1.611265;1.531413;17.411176;0.181818;0.5;22;CV;55858
CSS111021:231909+331540;349.788277;33.261193;1.185;0.247312;0.135929;0.252293;0.381829;0.561133;0.751763;-3.6e-05;262.222222;0.2;1;0.5;1.884032;0.931949;0.301709;1.555768;0.357206;0.774836;0;0.494624;279;CV;55856
CSS111020:044543+110860;71.429599;11.149934;1.684957;0.375;0.03843;0.065526;0.29773;0.923532;0.96605;0.039411;105.562688;0.680504;0.75;0.533333;6.540736;7.01051;-0.742664;-0.911795;1.16134;0.204134;0;0.5;16;CV;55855
CSS111019:011445-203211;18.685507;-20.536393;1.825;0.183333;0.039952;0.057939;0.08908;0.114725;0.175123;-6e-06;490.74074;0.375;0.933333;0.533333;9.762826;7.853609;-1.601877;3.129967;0.772757;5.422379;0;0.5;60;CV;55854
CSS111019:233313-155744;353.304166;-15.962333;1.875;0.267327;0.035765;0.083914;0.161499;0.276248;0.716137;-0.000413;274.611399;0.38;0.950495;0.4;10.694994;5.697818;-1.19471;0.859901;0.850348;0.572976;0;0.49505;101;CV;55854
CSS111006:015052+332622;27.714637;33.43947;1.99;0.12766;0.016719;0.029333;0.042357;0.061539;0.085844;-0.000135;128.878282;0.22;0.939716;0.566667;14.559656;10.177585;-2.423876;5.913544;0.761333;1.817331;0;0.496454;282;CV;55841
CSS111004:220019+254551;330.07707;25.764165;0.1832;0.25;0.014603;0.043894;0.131067;0.28191;0.648146;-0.000111;29.372055;0.008625;1;0.428571;0.217793;0.25802;-0.846442;0.702645;0.099085;1091.93088;0;0.5;8;CV;55839
CSS111003:054558+022106;86.492501;2.351748;1.43;0.203791;0.049358;0.082959;0.147191;0.217846;0.377431;-0.000119;259.405941;0.19;0.971564;0.5;4.296634;2.438471;-1.502677;3.105721;0.498008;0.855164;0;0.478673;211;CV;55838
CSS110930:204523-011004;311.344839;-1.167824;0.4489;0.25;0.363186;0.402221;0.433547;0.456394;0.712561;0.001765;20.32133;0.136761;1;0.285714;0.443025;0.556452;1.028681;0.345613;0.260749;1.046051;0;0.5;8;CV;55835
CSS110924:014538+282141;26.409343;28.361376;1.375;0.234043;0.137193;0.198239;0.234938;0.33359;0.45645;-0.00029;162.661738;0.35;1;0.4;2.435579;2.518138;-0.373231;0.42113;0.565331;2.266722;0;0.489362;47;CV;55829
CSS110921:220641+301436;331.670996;30.243288;0.514084;0.583333;0.126078;0.420232;0.742996;0.860295;0.950824;3.7e-05;33.493364;0.353181;1;0.636364;0.800327;1.052802;-0.190562;-1.448127;0.371539;3.772002;0;0.5;12;CV;55826
CSS110921:000721+200722;1.836485;20.122678;1.948394;0.333333;0.073056;0.402119;0.731182;0.958797;0.983519;-0.001911;18.58955;0.075758;0.666667;0.2;0.969761;1.047157;0.741112;-1.398729;1.672575;24.819237;0.333333;0.5;6;CV;55826
CSS110921:160824+165240;242.099927;16.877959;2.955;0.208333;0.006659;0.010973;0.01849;0.066687;0.758664;0.000448;282.097649;0.37;0.833333;0.4;63.266046;41.746679;-1.49889;0.803748;1.591343;1.459568;0;0.5;72;CV;55826
CSS110920:153024+220646;232.598398;22.112955;1.795;0.365132;0.200997;0.359841;0.508671;0.661807;0.837585;-0.000242;216.027874;0.475;0.996711;0.433333;1.951178;1.742125;0.44155;-0.391816;0.6396;1192.354858;0.006579;0.5;304;CV;55825
CSS110919:204259-003353;310.745064;-0.564931;0.911842;0.375;0.707714;0.747471;0.795303;0.852017;0.933405;-0.000675;9.906924;0.612891;1;0.285714;0.708957;1.303538;0.177437;-1.668444;0.689377;3.955799;0;0.5;8;CV;55824
CSS110918:223326+043915;338.356398;4.654216;2.37;0.148936;0.12421;0.197914;0.281539;0.427446;0.575486;-0.000241;167.929293;0.405;0.957447;0.466667;27.053146;2.687845;-2.209135;6.440613;0.875992;1.343428;0;0.5;94;CV;55823
CSS110701:210929-204352;317.371586;-20.731045;2.455;0.25641;0.017184;0.035741;0.061856;0.173033;0.780545;0.000437;291.161178;0.565;0.846154;0.5;20.379394;17.783095;-1.144362;0.272396;1.291486;0.93981;0.012821;0.5;78;CV;55744
CSS110628:142548+151502;216.450196;15.250373;1.654359;0.25;0.282061;0.788465;0.867265;0.937103;0.965049;7.5e-05;81.647342;0.240134;0.65;0.368421;0.935168;1.193054;0.600442;-1.468444;1.277058;5.435485;0.35;0.5;20;CV;55741
CSS110623:173517+154708;263.820351;15.785755;0.255;0.350318;0.171132;0.308099;0.441089;0.651075;0.834544;8e-06;70.422535;0.07;1;0.6;0.247384;0.267887;0.121803;-0.279555;0.093954;0.433421;0;0.490446;157;CV;55736
CSS110623:171446+062304;258.693664;6.384258;1.337481;0.307692;0.262842;0.589249;0.662324;0.777205;0.91924;0.00049;126.830981;0.489369;0.923077;0.44;0.847926;1.465761;0.678705;-0.919052;0.827687;2.063316;0.115385;0.5;26;CV;55736
CSS110611:150241+333423;225.670538;33.573397;2.605;0.083004;0.110429;0.192768;0.298193;0.403419;0.573695;-2.4e-05;546.666667;0.12;0.972332;0.566667;17.706821;0.777458;-2.550586;15.26359;0.535196;1.001135;0.007905;0.494071;253;CV;55724
CSS110611:162806+065316;247.025608;6.888718;3.495;0.2;0.008047;0.011597;0.018065;0.036726;0.730113;0.000899;312.169312;0.49;0.84;0.5;139.580901;58.860758;-1.551961;1.24991;1.755082;0.574409;0.02;0.5;100;CV;55724
CSS110610:134306+520843;205.773412;52.145382;1.465;0.48;0.160065;0.392022;0.624858;0.685878;0.861905;-0.000737;140.186916;0.8;1;0.416667;3.698941;3.956531;-0.254921;-1.451689;0.978746;2.102837;0;0.48;25;CV;55723
CSS110610:175649+344360;269.202948;34.733221;2.45467;0.235294;0.103035;0.41361;0.504299;0.825986;0.926746;-0.000673;48.695414;1.008125;0.882353;0.375;1.694583;2.627931;1.108664;0.244027;1.502235;8.232258;0.176471;0.470588;17;CV;55723
CSS110610:175253+292219;268.21907;29.371919;1.815;0.356589;0.088462;0.199808;0.311887;0.683506;0.762411;0.000328;110.859729;0.62;0.837209;0.466667;7.472274;6.589974;-0.492115;-1.052977;1.013804;0.65213;0;0.496124;129;CV;55723
CSS110606:210950+134839;317.460347;13.810897;0.635237;0.291667;0.160856;0.239089;0.383389;0.634276;0.960895;0.001477;60.207059;0.196495;1;0.521739;0.57205;0.734562;0.316359;0.365043;0.286145;0.748538;0;0.5;24;CV;55719
CSS110527:214113-033047;325.30481;-3.513103;1.049646;0.166667;0.1854;0.327287;0.551605;0.706033;0.849906;-0.000355;146.052318;0.328902;1;0.545455;0.800695;1.014212;1.498312;1.600238;0.584193;6.645844;0.083333;0.5;12;CV;55709
CSS110520:220554+115554;331.474818;11.931593;3.44;0.057971;0.001773;0.003873;0.006483;0.010887;0.016461;-0.00048;168.958743;0.44;0.942029;0.466667;230.206479;126.931833;-2.854782;8.017176;1.492917;29.493414;0;0.492754;69;CV;55702
CSS110520:145852-154857;224.71497;-15.815777;2.675;0.21875;0.013421;0.021651;0.067268;0.142894;0.800617;-0.001054;162.5;0.54;0.84375;0.5;37.724122;33.888078;-1.102611;0.21826;1.52032;1.734684;0;0.5;32;CV;55702
CSS110513:210846-035031;317.193607;-3.842069;2.65;0.168022;0.027538;0.048654;0.07437;0.106391;0.161532;-0.000128;647.058821;0.3;0.926829;0.4;12.931568;6.877922;-1.284476;3.237963;0.795377;0.199493;0.01897;0.498645;369;CV;55695
CSS110512:090017+343928;135.069355;34.657752;2.18;0.238095;0.054065;0.084258;0.141598;0.244279;0.469377;-0.000162;398.230089;0.39;0.952381;0.533333;14.275661;5.399492;-1.385262;2.166818;0.822243;532.379653;0;0.496599;147;CV;55694
CSS110428:154545+442830;236.436898;44.475173;3.12;0.150943;0.00276;0.005121;0.013058;0.019149;0.959491;-5.3e-05;94.540612;0.41;0.849057;0.566667;132.045442;121.722142;-1.675356;1.218774;1.925654;1.151212;0;0.471698;53;CV;55680
CSS110413:065037+413053;102.651856;41.514959;1.58;0.169154;0.029759;0.047776;0.077095;0.119447;0.592437;6.2e-05;177.829099;0.21;0.935323;0.533333;6.24436;5.194575;-1.694203;2.215096;0.674709;3.093734;0;0.497512;201;CV;55665
CSS110328:080307+284856;120.779089;28.815514;2.755;0.502674;0.126795;0.34162;0.537113;0.634373;0.733433;0.000653;147.794994;1.71;0.561497;0.566667;12.061709;10.662846;-0.085692;-1.520458;1.746289;0.416089;0.294118;0.497326;187;CV;55649
CSS110314:091147+315102;137.945751;31.850502;2.465;0.184466;0.049371;0.085282;0.12867;0.199788;0.313468;-5.2e-05;286.245353;0.33;0.961165;0.433333;26.415451;4.884429;-1.906517;5.272009;0.821806;12.914822;0;0.5;206;CV;55635
CSS110311:102545-092515;156.437257;-9.421057;0.745889;0.285714;0.151785;0.301351;0.395825;0.64325;0.883929;-0.000217;75.472471;0.263474;1;0.615385;1.366345;1.61741;-0.496532;-0.952258;0.453432;2.268908;0;0.5;14;CV;55632
CSS110309:085710-032029;134.290044;-3.341378;0.754321;0.235294;0.039809;0.079815;0.729288;0.872538;0.94521;0.000765;26.274198;0.054239;1;0.5;0.722169;0.795039;0.974605;-0.927335;0.568204;15.418884;0;0.470588;17;CV;55630
CSS110306:101031-093811;152.629996;-9.636698;2.325;0.363636;0.327859;0.447755;0.494853;0.694835;0.985798;-0.000467;58.890147;1.465;0.545455;0.47619;2.890979;3.657029;0.067888;-1.756247;1.762428;3.077737;0.454545;0.5;22;CV;55627
CSS110301:073759+205545;114.493909;20.929056;2.645;0.130841;0.02373;0.034058;0.048842;0.065785;0.650929;-0.000204;218.130312;0.29;0.88785;0.4;46.424199;11.09694;-2.315247;4.8619;1.065033;10.584192;0;0.495327;107;CV;55622
