objID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z
1237648702992220167,24.47515,22.11993,20.13907,19.47053,19.03873
1237648702992220527,21.60344,19.99007,18.90161,18.39928,17.96426
1237648702980751499,21.36871,19.42077,18.09925,17.68214,17.32503
1237648702987370765,22.00053,20.12993,19.09686,18.58679,18.1092
1237648702992220655,20.69715,18.80525,17.84819,17.38377,16.97363
1237648703503466694,20.61411,19.44909,18.547,18.43874,18.14544
1237648702983635012,20.65994,18.94254,17.90591,17.50806,17.06399
1237648702983635171,20.05013,18.14227,17.17687,16.8241,16.45512
1237648702990909618,21.64039,19.72647,18.44194,17.95382,17.37065
1237648702992351711,21.23329,19.17426,18.08291,17.60051,17.19477
1237648702990975434,19.88551,19.03007,18.55436,18.31927,18.03632
1237648702992351918,21.65263,20.48536,19.4956,19.0093,18.58846
1237648702990975769,24.28352,22.51744,20.60593,19.70662,19.27296
1237648702991630672,21.73008,19.78383,18.65678,18.17206,17.82741
1237648703505695043,21.49599,20.24964,19.21739,18.89753,18.43105
1237648702983635202,21.0622,19.6314,18.69878,18.34094,17.99071
1237648702992417025,19.30787,18.12753,17.33035,17.03952,16.66181
1237648702992417173,20.92862,20.08317,19.51125,19.22382,19.09685
1237648702992417390,21.98622,19.86257,18.71054,18.27916,17.8005
1237648702985535927,23.81577,21.83441,20.12374,19.50714,18.97441
1237648702992482378,22.81328,20.55141,19.47644,18.98557,18.59858
1237648702991106615,23.92134,21.04814,19.32767,18.72699,18.19213
1237648702991106638,23.81296,21.94838,19.93182,19.3084,18.80081
1237648702974197913,20.54282,19.6435,19.0387,18.73379,18.40785
1237648702983831846,21.57362,19.53054,18.63799,18.19828,17.84487
1237648702991106710,21.73714,20.69522,19.83091,19.48278,19.09146
1237648702992483288,21.66701,20.66989,19.93746,19.66572,19.39758
1237648702991171932,21.38171,20.04058,19.23692,18.85497,18.40081
1237648702983832027,22.86415,20.92251,19.40576,18.83066,18.39129
1237648702981865844,20.71533,19.83309,18.82482,18.45713,18.11881
1237648702991302769,20.9382,18.98948,17.98351,17.49812,17.05383
1237648702991302888,22.17075,20.15873,18.96312,18.42844,17.93645
1237648703504122090,19.83623,19.07637,18.89403,18.6349,18.66219
1237648703506022589,19.87711,18.8377,18.25076,17.76548,17.58424
1237648702991302911,20.71586,19.63469,19.10406,18.69142,18.3051
1237648703504122104,20.81344,19.73833,19.00116,18.61527,18.35084
1237648702991368507,20.38214,18.27246,17.20598,16.69064,16.21939
1237648702991368553,21.77167,19.97494,18.8789,18.30762,17.8322
1237648703504122138,21.62132,20.0764,19.00046,18.49479,18.09165
1237648703506219118,20.24117,18.40041,17.49521,17.04507,16.77049
1237648703503925261,14.93467,13.60963,13.07961,12.95369,12.88294
1237648702992744548,21.96871,19.98681,18.82207,18.31334,17.91547
1237648702984290679,21.48944,20.44176,19.95365,19.5998,19.16057
1237648702991368556,22.01755,20.0966,18.9073,18.28338,17.70146
1237648702992745552,23.67558,21.75907,20.85722,20.33736,20.00881
1237648702993203699,21.68022,19.98301,19.0281,18.54967,18.10563
1237648702984421603,20.63523,19.10521,18.08454,17.68793,17.23527
1237648702993203786,21.37195,19.69228,18.74341,18.24867,17.79658
1237648702993269889,22.80894,22.01156,20.08702,19.45742,18.89433
1237648702993270025,24.63434,22.10203,20.36621,19.62344,19.17197
1237648702993401161,22.97852,22.41499,20.62102,20.00054,19.62975
1237648702985798060,21.65763,20.45642,19.98641,19.66921,19.3112
1237648702984684389,23.95944,22.19006,20.20683,19.58533,19.11127
1237648702991368820,22.22195,20.42459,19.23759,18.69582,18.16062
1237648702991630852,22.35112,20.37383,19.0592,18.49824,18.00309
1237648702982521135,21.97028,19.96857,18.7551,18.25853,17.95605
1237648702982521259,23.64276,21.79276,19.97769,19.26531,18.96444
1237648702993531230,20.26613,18.80583,17.75556,17.32297,16.81109
1237648702993531435,21.2112,20.01142,19.25104,18.8563,18.52863
1237648702984815081,25.36276,21.36454,19.89835,19.37823,18.89336
1237648702991696351,21.28321,19.07172,17.9555,17.4313,16.88122
1237648702993925054,24.4462,22.48763,20.7516,19.90219,19.24142
1237648702993990558,23.21914,20.73177,19.24589,18.69834,18.25245
1237648702994121600,21.40486,19.34911,18.43185,17.93826,17.49656
1237648702982979871,21.23365,19.86898,19.33516,18.94458,18.69954
1237648702991630491,20.82432,18.80363,17.78741,17.32884,16.84183
1237648702994121855,22.07885,20.71451,20.3923,20.02654,19.65107
1237648702994187074,21.72199,20.49439,19.60992,19.06618,18.48858
1237648702994251966,22.82582,20.69491,19.17993,18.64376,18.08577
1237648702986518724,-9999,-9999,-9999,-9999,-9999
1237648702995104733,20.60426,19.58058,18.7799,18.40658,18.05777
1237648702991958363,21.06572,19.5146,18.80704,18.44169,17.94117
1237648703507398947,21.50384,20.27721,19.53839,19.33983,18.94021
1237648702992023572,19.73163,17.68197,16.68407,16.04931,15.47328
1237648702986518808,21.6412,19.53981,18.28097,17.66479,17.04301
1237648703507464399,20.911,19.08077,18.15669,17.73126,17.27542
1237648702986518942,21.21522,20.36696,19.77786,19.33697,18.94348
1237648702991106323,20.56824,18.71878,17.66543,17.19376,16.71658
1237648702992482777,21.10085,19.31659,18.34726,17.9074,17.5782
1237648702981996618,24.63457,20.54885,19.12067,18.39623,18.57235
1237648703503663285,20.97888,19.22993,18.38586,17.92979,17.64071
1237648702992679472,22.12536,20.19203,18.91315,18.50072,18.04848
1237648703507660909,20.29576,18.54866,17.74527,17.35182,17.09315
1237648703503925274,24.63427,18.55317,17.94594,24.36199,17.72415
1237648703507660923,21.21404,19.94478,19.15061,18.77838,18.50854
1237648702977671284,21.25209,19.66332,18.84256,18.36471,18.01744
1237648702991499721,23.25486,20.71443,19.68621,19.09645,18.57565
1237648702994907652,23.20794,20.00457,18.84833,18.38618,17.96185
1237648703503663434,21.12779,20.2669,20.06746,19.86849,19.61907
1237648703503794258,20.31874,18.43281,17.66694,17.29716,17.00382
1237648703503794316,20.86279,19.52861,18.83945,18.47105,18.14792
1237648703503138949,22.17374,20.56505,19.55641,19.09861,18.76861
1237648703504187560,21.07113,19.27866,18.51166,18.02771,17.79688
1237648702994317878,21.48407,19.56495,18.59106,18.1192,17.66978
1237648702994710747,22.1453,20.75961,20.09058,19.69112,19.31536
1237648702994710978,21.15069,19.2408,18.16391,17.74294,17.34459
1237648702994776611,22.03415,20.06778,18.94781,18.46706,17.98417
1237648702994776788,20.97534,18.93683,17.84602,17.41024,16.96043
1237648702994841760,20.84499,19.13546,18.05066,17.55397,17.03078
1237648702994842502,21.47362,19.99854,18.83603,18.34434,17.90719
1237648702986256547,21.40855,19.41413,18.43918,17.96926,17.50908
1237648702994973148,24.63501,19.55498,18.54739,17.94025,18.51163
1237648702994973259,20.17058,18.9993,18.43432,18.07697,17.84018
1237648703504580852,24.5829,22.50264,20.75447,19.90915,19.39509
1237648702994973810,22.42839,20.4634,19.6271,19.17205,18.87361
1237648703504580879,23.10146,21.62807,19.94318,19.26175,18.74652
1237648702995038917,20.99759,19.30402,18.29514,17.78016,17.32918
1237648702995039151,21.66679,19.6997,18.57895,18.11081,17.66769
1237648702995104207,21.60711,20.174,19.16875,18.70975,18.24714
1237648702991892801,21.86559,19.61412,18.47774,17.9569,17.42536
1237648702991892911,22.03643,20.03977,18.93764,18.38452,17.90119
1237648702977998901,23.40678,21.90387,21.2191,20.72793,20.71935
1237648703507399038,22.59066,20.55389,18.99294,18.50288,18.14373
1237648703507464370,20.32048,19.08306,18.40406,18.05393,17.71555
1237648702995235494,20.58466,18.62309,17.55667,17.10248,16.66673
1237648702995235532,21.27172,19.5869,18.46096,17.89075,17.36433
1237648702986518814,21.74748,20.09015,18.98868,18.46231,17.91463
1237648702995235702,21.85365,20.46308,19.1796,18.5215,17.84198
1237648702985470218,21.12429,19.1716,18.17138,17.75319,17.35569
1237648703504973949,20.82346,19.71678,19.18981,18.9835,18.77141
1237648703495667946,20.06787,18.38143,17.65271,17.22483,16.81995
1237648703495668241,23.40201,21.63301,19.95632,19.24716,18.84305
1237648703498485899,22.681,20.43841,19.0246,18.46988,17.96366
1237648703503794377,23.82571,22.15603,20.60764,19.85036,19.33727
1237648702985470344,20.97149,19.60836,18.75424,18.23343,17.87276
1237648703503138981,22.4698,20.13535,18.67175,18.15838,17.77674
1237648703507464425,21.83528,19.81949,18.7008,18.24242,17.84394
1237648702986519029,21.86862,20.7366,20.13564,19.7355,19.37162
1237648702991696237,21.64548,19.83259,18.75876,18.27723,17.74264
1237648703503270003,20.64428,19.20217,18.45811,17.93294,17.89027
1237648703503401137,19.95619,19.12362,18.6319,18.45742,18.61373
1237648703503401151,20.14186,18.8493,17.99354,17.87024,17.88666
1237648702992155134,19.39785,18.51967,18.00536,17.65752,17.35628
1237648702986715431,21.34073,19.80114,18.75211,18.126,17.73412
1237648702992155299,22.97705,21.37334,19.69196,19.03488,18.58038
1237648703503401411,23.75631,21.34161,19.46548,18.89074,18.65502
1237648702992155520,22.08292,21.22941,20.52236,20.12259,19.80737
1237648703505694888,22.07423,20.1195,18.59795,18.13067,17.69794
1237648702992351927,21.76894,20.45556,19.49808,19.00619,18.62101
1237648702991040728,22.853,21.07339,19.4317,18.89217,18.41153
1237648702991040781,20.22437,19.23007,18.72487,18.44962,18.14756
1237648703503597766,21.06652,20.12445,19.63678,19.34282,19.18451
1237648702991040839,21.5713,19.68642,18.48511,18.05731,17.72844
1237648702991040879,21.57387,19.38602,18.31852,17.88884,17.47601
1237648702994383739,22.81141,20.65475,19.12319,18.44166,18.05793
1237648703503597767,22.73419,21.27327,19.56867,18.95207,18.56886
1237648703503859902,21.53713,19.92239,18.94373,18.4765,18.17552
1237648703503597890,21.24055,20.24987,19.83494,19.50275,19.32702
1237648703507464431,21.53258,19.61877,18.59916,18.21811,17.75611
1237648702992482490,22.3977,20.42873,18.96262,18.40743,17.95964
1237648703503663148,20.89454,19.11627,18.72556,18.30522,18.19268
1237648703503663216,21.2279,19.75398,18.88761,18.37802,18.02468
1237648702992482862,20.91863,19.92214,19.26534,18.89315,18.62803
1237648702994645177,22.0836,19.9722,18.64706,18.1738,17.75545
1237648703506022479,20.51351,18.79033,18.06806,17.71924,17.44423
1237648703506022546,20.74793,18.92215,18.05102,17.64843,17.24002
1237648702992613735,21.18189,19.97789,19.31667,19.02612,18.75609
1237648702992613855,21.90651,19.86414,18.65119,18.1486,17.68125
1237648703507660888,21.01953,20.1907,19.96702,19.94436,19.75568
1237648702992614132,21.46602,20.53722,19.66075,19.19465,18.89626
1237648703503663317,19.5973,17.59147,16.74157,16.26719,15.96762
1237648702992679489,21.34344,20.15371,19.25997,18.99437,18.63396
1237648702992679563,19.92149,17.9276,16.88624,16.47715,16.05104
1237648703503728835,20.82023,18.94742,18.05654,17.60296,17.23273
1237648703506219235,22.58704,21.67912,19.95517,19.21024,18.81761
1237648703503728878,20.47648,18.51972,17.55733,17.11455,16.66048
1237648702992679581,20.80147,19.49537,18.51705,18.12642,17.69754
1237648703507660938,20.17244,18.35936,17.47666,17.0834,16.79797
1237648703504187535,21.25269,19.5158,18.38632,17.96523,17.67586
1237648702992679592,21.01949,19.14883,18.13333,17.75554,17.34112
1237648703504056442,20.24189,19.09839,18.23273,17.79042,17.48944
1237648702993007212,22.22471,20.00131,18.75645,18.23489,17.83176
1237648702993400556,23.18146,20.2839,19.11151,18.51846,18.12781
1237648703507005478,21.30233,19.48381,18.49543,18.15868,17.79859
1237648703507005557,21.73376,19.898,18.63622,18.2021,17.81712
1237648702993401269,23.28877,22.32979,20.48411,19.60821,18.94753
1237648702993465380,20.2054,18.56747,17.87891,18.20287,18.22486
1237648702993465850,24.56904,21.58694,19.63221,18.99112,18.51263
1237648702993465983,21.0704,19.05185,18.01052,17.57268,17.16905
1237648703507005584,20.93192,19.5677,18.44151,17.91261,17.46629
1237648702991434184,21.52375,19.51728,18.49522,17.98485,17.53296
1237648702991499775,22.10059,20.81815,19.85014,19.4185,18.97005
1237648702993793769,21.31976,19.61828,18.68662,18.22685,17.78656
1237648703503794279,20.36905,18.66949,17.84706,17.40406,17.06472
1237648702993859114,21.59731,19.70105,18.62395,18.08585,17.59627
1237648702993859199,21.47085,19.44139,18.37957,17.8382,17.36475
1237648703504121865,20.37913,18.57533,17.68338,17.29695,16.97745
1237648702991631017,21.88508,20.69284,20.05928,19.59773,19.18784
1237648702991565276,22.58568,20.23079,19.04558,18.51362,17.94103
1237648703503794355,20.73489,18.93705,18.07467,17.76024,17.42296
1237648702994973775,21.58381,20.36034,19.67893,19.23422,18.89263
1237648703504581205,24.41599,21.81336,20.05627,19.38773,18.8716
1237648702995235429,21.22271,19.26929,18.20822,17.73365,17.28828
1237648702991958412,21.57357,19.56104,18.63342,18.14365,17.63871
1237648702985470289,21.76807,20.00136,18.94482,18.47796,18.03875
1237648702992155195,23.18513,20.90485,19.25198,18.67448,18.26008
1237648703503794485,21.47988,20.38297,20.26455,20.03687,19.77441
1237648702981931189,20.86373,19.74815,19.08254,18.85193,18.59019
1237648703510151276,21.30513,19.23834,18.36567,17.86068,17.60399
1237648702993400639,21.5119,20.33412,19.7238,19.26732,18.93386
1237648702993793919,24.50708,21.63228,19.72831,19.1005,18.58751
1237648703503794293,20.04778,19.48813,19.26525,18.96158,18.95132
1237648702994055674,21.43896,19.38308,18.51715,18.01997,17.57317
1237648703503794332,19.16697,17.88645,17.36862,17.03562,16.74336
1237648702995039204,22.24166,20.41125,19.29435,18.66517,17.98114
1237648703507726449,21.7682,20.56508,19.98376,19.64049,19.41324
1237648703507792078,21.58649,19.98074,18.86233,18.39934,17.98288
1237648703507857628,19.96826,18.70292,18.01376,17.55967,17.3894
1237648702994711038,21.76411,19.66641,18.46916,17.9845,17.55626
1237648703504187669,21.34959,20.59315,20.16291,20.01397,20.01388
1237648702994907419,21.71482,19.60378,18.39692,17.86297,17.42119
1237648703504318594,19.79952,18.92243,18.62458,18.43733,18.37254
1237648703507726526,23.79408,21.30219,19.56772,18.91338,18.5493
1237648703504515190,19.07596,17.41207,16.63223,16.31754,15.98203
1237648702995038674,21.0212,19.94674,19.5028,19.23348,18.90542
1237648703507333262,20.48759,18.83846,18.03029,17.72128,17.43521
1237648702991892736,21.41643,19.47424,18.50291,18.02589,17.53467
1237648702991892866,20.94095,18.8473,17.83994,17.37514,16.81109
1237648702991958320,21.28954,19.21312,18.28452,17.81918,17.3201
1237648702991958478,19.73781,17.74397,16.84086,16.39215,15.88271
1237648702994318049,20.84942,19.9684,19.19094,18.76149,18.38738
1237648703504973980,20.17541,19.24998,18.90961,18.78719,18.60942
1237648702985470454,22.14341,20.88554,19.90631,19.58898,19.10965
1237648703505170447,21.77194,19.58371,18.62823,18.09646,17.65012
1237648703505236101,20.91676,19.41103,18.35848,17.88739,17.58912
1237648703505236138,21.92246,19.77399,18.4136,17.86393,17.52516
1237648703503204471,20.39335,19.55702,18.90972,18.51661,18.5711
1237648703505367153,21.06911,19.25601,18.27544,17.94448,17.59973
1237648703503269982,21.98041,19.73764,18.50878,17.98849,17.78138
1237648703503401086,19.93486,19.0345,18.27564,17.97783,18.03265
1237648703505432738,19.76322,18.24644,17.43077,17.1511,16.93444
1237648703505563887,21.30887,19.34295,18.43497,18.06807,17.78144
1237648702994383414,21.99014,20.90581,20.10176,19.40833,19.16106
1237648703503532193,20.87239,18.80722,17.78898,17.50864,17.14091
1237648703505694911,21.16023,19.26396,18.21697,17.83667,17.35261
1237648703505694954,20.65436,18.79003,17.77001,17.42429,17.00031
1237648703503597712,20.14622,18.73243,17.98899,17.62395,17.34313
1237648702991041009,22.98934,20.83531,19.54109,19.0747,18.56287
1237648702992482660,21.13603,19.99736,19.23594,18.90176,18.62492
1237648703505957022,21.56481,19.77319,18.80641,18.33827,17.98359
1237648703505957084,21.68415,19.54535,18.51224,18.06593,17.72659
1237648703506022464,21.65437,19.80894,18.66876,18.19225,17.75413
1237648703503663237,21.3556,19.69871,18.79292,18.29074,17.96122
1237648703506022554,21.26736,19.57622,18.81385,18.27887,17.86069
1237648703503663252,21.17289,19.22813,18.42221,17.96075,17.6944
1237648703506022569,21.2776,20.04751,19.28698,18.86444,18.50548
1237648703510151280,20.06898,18.63388,17.98126,17.4812,17.34444
1237648702992678957,20.6801,18.92395,17.86598,17.39887,16.9468
1237648702992679545,21.6778,20.0744,18.82996,18.30248,17.92057
1237648703506219044,21.81482,20.63668,20.21755,19.92048,19.90222
1237648703503728906,20.6557,18.755,17.79157,17.38267,17.01174
1237648703506808922,21.67056,19.70211,18.6134,18.19431,17.87506
1237648703506808952,20.87693,19.76699,19.25141,19.04121,18.96226
1237648703503728956,22.17122,20.11837,18.7326,18.26082,17.88692
1237648702993269634,21.26158,20.36631,19.95258,19.7101,19.22956
1237648703503729346,24.64133,22.0228,20.21153,19.58518,19.15507
1237648703507005536,20.53652,19.45755,18.6495,18.49812,18.12918
1237648702994514078,21.33884,19.84363,18.68234,18.09164,17.78506
1237648702994514412,22.18213,20.22756,18.93753,18.40092,17.97843
1237648703509758176,20.54127,18.68931,17.96211,17.54211,17.15002
1237648703507792069,21.13067,19.71167,18.79344,18.37483,18.05822
1237648703507726524,19.86023,18.0139,17.0828,16.66013,16.33412
1237648703509758186,20.88289,19.04907,18.23568,17.72002,17.26793
1237648703509758209,20.7239,19.59966,19.44877,19.15355,18.85266
1237648702993859164,21.37883,19.22599,18.08919,17.59653,17.1361
1237648703510216838,20.5961,19.42489,18.90607,18.59361,18.39426
1237648703507136684,20.6189,18.83999,17.85289,17.48479,17.15462
1237648703507267758,21.21537,19.40759,18.35982,17.85587,17.59132
1237648703507333207,21.81238,19.73579,18.68463,18.32257,17.99091
1237648703495667981,22.66885,20.56649,19.23143,18.69952,18.25009
1237648703507857597,20.42571,19.26805,18.70636,18.50766,18.27713
1237648703505957070,20.05267,18.38944,17.49356,16.99924,16.64952
1237648703509758113,20.7313,18.71774,17.92109,17.48753,17.11121
1237648703504056466,20.93591,19.82237,19.00948,18.6613,18.3444
1237648703507267647,21.17514,19.9792,19.14522,18.56379,18.30083
1237648702994973656,22.68196,20.58451,19.45268,18.90236,18.41581
1237648703505236154,20.35577,19.16361,18.44582,18.01167,17.75696
1237648702992679393,22.01286,19.78901,18.38808,17.92245,17.45882
1237648703510282483,21.45883,20.26056,19.47534,19.25861,18.77852
1237648702994645621,21.88141,19.63619,18.3752,17.91477,17.48419
1237648702991696596,21.93815,20.06014,19.01084,18.48693,17.99295
1237648703510282486,22.49153,20.38217,19.60415,19.4355,18.97391
1237648702994712025,25.07339,22.46568,20.72595,19.81218,19.28944
1237648703510413381,21.42933,19.79801,18.90896,18.55835,18.14419
1237648703508316188,18.45301,17.53968,17.47291,17.28883,17.01389
1237648703508316356,22.37042,19.96274,19.05453,18.62093,18.09023
1237648703504711784,20.94474,19.35465,18.42156,17.92989,17.6536
1237648702995039271,22.71403,21.22987,19.49556,18.85134,18.36773
1237648703510413458,21.06068,19.25304,18.41008,18.03902,17.62428
1237648703508512845,21.38387,19.54226,18.45744,17.97322,17.55812
1237648703510085765,22.10265,19.88663,18.61135,18.10221,17.82281
1237648703505039455,21.37039,19.72347,18.88433,18.47443,18.0801
1237648703510413552,-9999,-9999,-9999,-9999,-9999
1237648703510413578,21.59191,20.51972,19.62346,19.20651,18.67988
1237648703503204410,19.90035,18.58898,17.65086,17.08361,16.85783
1237648703505367099,19.82275,19.32399,18.86106,18.69047,18.5547
1237648703510085780,23.30672,20.74438,19.24514,18.65304,18.38286
1237648703509037283,21.30318,19.55398,18.62716,18.09188,17.76292
1237648703505432722,21.18433,20.11865,19.13245,18.86203,18.63256
1237648703509102787,21.31582,19.63892,18.26267,17.88964,17.59652
1237648702990975286,21.08105,19.34362,18.39443,18.00059,17.61161
1237648703509102894,23.80075,21.70498,19.75662,19.11748,18.74923
1237648703509103102,22.14763,21.15504,20.22887,19.87144,19.3255
1237648703505891525,21.28551,19.44759,18.48981,18.06429,17.70562
1237648703505957073,21.25331,19.44783,18.47036,18.05379,17.72087
1237648703505957094,21.14481,19.6457,18.6876,18.19492,17.83955
1237648703507595430,20.62975,18.99335,18.18641,17.75805,17.44945
1237648703507660914,21.3794,19.96056,18.94277,18.42664,18.1084
1237648703506284735,23.12457,21.44295,19.80246,19.05442,18.67215
1237648703506808930,19.71568,18.91031,18.21331,17.78811,17.54178
1237648703506874577,22.1167,20.69877,19.54096,18.89548,18.72211
1237648703509692499,20.90283,18.83587,18.05636,17.63045,17.27209
1237648702991500104,24.35277,22.36515,20.52126,19.7342,19.28006
1237648703507202252,21.2568,19.18327,18.1273,17.71652,17.4217
1237648703509823673,20.78098,18.86595,17.96273,17.55398,17.0744
1237648703508775019,20.60719,19.64866,19.2544,18.92754,18.62509
1237648703505498325,20.24131,18.3518,17.45548,17.00212,16.7523
1237648702992613539,22.10679,20.7018,19.55983,19.06662,18.48705
1237648702995300801,25.47836,24.66869,16.60958,23.94418,22.41725
1237648703503663256,20.87928,18.9464,18.13209,17.67697,17.42263
1237648703503728911,20.87644,19.6776,18.89362,18.43745,18.15779
1237648703510937867,24.2328,21.66921,20.06344,19.45847,19.08493
1237648703507988759,23.18251,20.94708,19.4119,18.86079,18.51887
1237648702994776529,21.02673,19.07191,17.95778,17.51389,17.03836
1237648702994776890,21.18594,19.3735,18.47075,18.07364,17.731
1237648702994907475,21.51093,20.17138,19.29044,18.76119,18.38151
1237648703510413396,21.02073,19.52099,18.68903,18.22378,17.7961
1237648703508185189,20.62064,18.7912,18.04464,17.69888,17.32536
1237648703510413425,21.24939,19.83671,19.11434,18.7458,18.29745
1237648703508316414,19.88424,17.92863,17.2449,16.82303,16.33916
1237648703510413432,19.45047,18.53966,17.94575,17.54544,17.19325
1237648703504777300,21.22159,19.48741,18.28533,17.77604,17.44332
1237648703507398923,22.05952,19.95108,18.89373,18.57415,18.231
1237648702991892825,21.50225,19.5449,18.43635,17.94501,17.36316
1237648702995170191,23.14722,20.31921,18.95355,18.44892,17.9784
1237648703508512931,20.86856,18.9484,18.21392,17.72637,17.2947
1237648703508513160,23.8948,22.23114,20.73505,19.88202,19.3921
1237648703507464418,21.22202,19.51145,18.6652,18.25766,17.88921
1237648703504973916,21.12217,19.16765,18.03467,17.62766,17.26645
1237648703508775070,19.53244,19.05451,18.67525,18.31464,18.20248
1237648703510413537,20.51065,18.66306,17.77894,17.3553,16.93774
1237648703508775075,21.37187,19.6734,18.71741,18.19106,17.79106
1237648703508775124,19.82444,19.10477,18.66434,18.31463,18.02191
1237648703505039476,20.05986,18.94054,18.37632,18.12299,17.82954
1237648703505105066,21.2678,19.41507,18.33354,17.87525,17.54488
1237648703505105085,20.73199,19.58676,18.74125,18.3038,18.00459
1237648703505236135,20.65372,19.65131,18.59889,18.10322,17.80702
1237648703508840701,20.5857,19.72093,19.23453,18.99817,18.77994
1237648703508840703,20.78073,19.28661,18.43653,18.05793,17.69586
1237648703510872275,19.61609,18.27589,17.39158,17.14701,16.77154
1237648703512510812,20.91753,19.37612,18.29139,17.99821,17.75463
1237648703512576317,21.1787,19.34316,18.33817,18.00092,17.72905
1237648703505367165,21.0197,20.1532,19.05385,18.70923,18.37531
1237648703503401033,21.56751,19.78713,18.60003,18.20915,17.90715
1237648703505367169,21.84011,19.66883,18.28918,17.88645,17.49461
1237648703508906168,20.9225,19.87475,19.0011,18.46914,18.16025
1237648703505432651,21.84813,19.9232,18.66276,18.23821,17.94227
1237648703505498276,20.72268,18.97734,17.94298,17.53059,17.27272
1237648703505498330,20.02339,18.16926,17.26794,16.82956,16.55757
1237648703505563805,20.65928,18.87141,17.98058,17.56469,17.26678
1237648703510085847,23.95399,20.99449,19.4312,18.8492,18.61089
1237648703510479132,20.95767,18.94919,18.08705,17.67014,17.33165
1237648703505629678,23.80294,21.56307,19.92636,19.27315,18.78426
1237648703509102812,20.84284,19.23473,18.09189,17.82186,17.55676
1237648703510479143,21.03849,19.12757,18.15965,17.68406,17.24844
1237648703509233785,-9999,-9999,-9999,-9999,-9999
1237648703505826002,19.83641,17.97838,17.30897,16.95176,16.6302
1237648703509364815,18.70006,16.90498,15.92254,15.64695,15.25012
1237648703505826051,20.6981,19.95297,19.31174,18.91973,18.54084
1237648703509364939,21.1304,19.65629,18.68158,18.26567,17.86874
1237648703505891649,22.49844,20.19547,18.83369,18.28148,17.98718
1237648703505957004,19.99914,18.4572,17.70366,17.26618,16.97278
1237648703507595339,19.67642,18.87293,18.51393,18.12247,17.95899
1237648703509365035,19.93036,18.7535,18.12081,17.90079,17.65826
1237648703513166063,20.86818,19.8773,19.41871,19.17425,19.02288
1237648703503663224,20.81306,19.41806,18.74991,18.29078,18.08788
1237648703503663267,20.4423,19.51255,19.01061,18.57822,18.40348
1237648703506088104,19.17653,18.28712,17.71014,17.31962,17.07841
1237648703506088156,21.18588,19.32335,18.27135,17.80846,17.41798
1237648703506153674,20.64631,19.04019,18.20387,17.87177,17.63675
1237648703503663352,22.10487,20.67239,19.36818,18.70685,18.27927
1237648703507791981,20.6465,18.91776,17.85278,17.35574,17.00625
1237648703510741061,20.41376,18.36119,17.24317,16.93208,16.58763
1237648703506219447,24.22075,21.82252,19.96023,19.30508,19.02481
1237648703510741063,20.62485,18.80671,17.6672,17.37174,17.03045
1237648703506284670,21.61545,20.1146,19.38839,18.87584,18.65072
1237648703506284710,21.42316,19.70731,18.82987,18.20812,17.90661
1237648703510741163,21.35939,19.53853,18.45498,18.09629,17.75494
1237648703510741170,20.99429,19.23807,18.10998,17.81877,17.45679
1237648703510741178,20.54081,18.77545,17.79738,17.49978,17.18424
1237648703510151342,21.12434,19.43126,18.69644,18.14283,18.02881
1237648703510741205,20.39342,19.05734,18.09339,17.67267,17.36102
1237648703509692605,20.8593,18.84895,17.87906,17.441,17.01789
1237648703509692612,20.92044,19.05692,18.22124,17.8316,17.45505
1237648703510741209,21.21044,20.33347,19.4057,19.1075,18.9194
1237648703507005592,21.2347,19.93038,18.96547,18.5955,18.15418
1237648703507005639,21.14294,19.47891,18.16125,17.76659,17.35632
1237648703507071034,19.6752,18.67283,18.03512,17.68,17.411
1237648703507071035,21.21238,19.61486,18.67376,18.30253,17.96274
1237648703507136641,21.01798,19.79273,19.12281,18.72755,18.45862
1237648703507136650,20.51238,19.63175,18.89668,18.59852,18.29417
1237648703509758235,21.91792,20.27694,19.64468,19.10715,18.66632
1237648703509758382,-9999,-9999,-9999,-9999,-9999
1237648703510806556,21.85462,20.45193,19.5296,19.30931,19.09076
1237648703509758769,25.2098,22.00643,20.51433,19.70657,19.13312
1237648703510806625,20.90352,19.06214,18.12668,17.81703,17.4829
1237648703510282465,20.33678,19.06757,18.5132,18.32808,17.86102
1237648703507136653,20.92575,19.30711,18.35856,17.979,17.68219
1237648703507136658,20.37727,18.7873,17.84127,17.41473,17.10122
1237648702993989997,20.71004,19.12713,18.37893,18.00001,17.58868
1237648703509823654,21.25315,19.40382,18.63389,18.2587,17.74895
1237648703509823668,20.01073,19.05781,18.58918,18.25535,17.86744
1237648703510806645,20.6209,18.952,17.94505,17.66926,17.31544
1237648703510216918,20.2498,18.41426,17.54891,17.19401,16.88002
1237648702994056150,22.77684,20.66694,19.20619,18.52099,18.02287
1237648703509823748,22.3714,20.26775,18.89186,18.39817,17.90623
1237648703507267726,21.80507,20.00051,18.72579,18.19093,17.91237
1237648702994252327,21.65515,19.85837,18.80473,18.33843,17.81941
1237648703508643959,21.09555,19.1866,18.43536,17.93019,17.56225
1237648703510413633,-9999,-9999,-9999,-9999,-9999
1237648703509102769,20.72095,19.35711,18.32668,18.01127,17.77896
1237648703511527652,20.66883,19.71915,19.02411,18.65137,18.40129
1237648703510675592,20.91697,19.67159,18.839,18.39119,18.15534
1237648703510675593,20.66018,19.71362,19.05177,18.69701,18.60396
